aid,title,video_url,cover_url,publish_time,duration,category,description,tags,view,like,reply,favorite,share,coin,danmaku,hot_comments,bvid
295111577,最能让带英破防的人是谁？【硬核狠人21】,https://www.bilibili.com/video/BV16F411B744,http://i1.hdslb.com/bfs/archive/dcbc92ed9641e22e332c89b6827246c539787461.jpg,2021-12-25T11:00:06+08:00,25:50,人文历史,本篇为硬核狠人之布莱克。 参考资料： 布莱克自传《别无选择》 《红色文件：乔治布莱克访谈录》 赫米斯顿·罗杰2013年出版传记《最伟大的叛徒：乔治·布莱克的秘密生活》 俄文短传记《逃离沃姆伍德·斯克拉布监狱》 立陶宛媒体采访访谈录《我没什么可辩解的》 《梅杜莎》对布莱克死亡的哀悼文章,故事档案馆; 人物; 苏联; 历史; 战争; 奇闻; 英国; 特工,16721478,656321,18839,166960,79557,499085,71051,还真是需要一千年; 也许苏联的路走错了，但我坚持共产主义的理想没有错，它也一定会实现，即使花上一千年。 --乔治·布莱克; 25:39; 因为论文写作我和b友们相聚在这里。借用一下这里的评论区，想请各位b友们帮个忙。本人是一名新闻与传播专业的研三学生，正在撰写毕业论文初稿，需要收集相关数据。想请b友们花一两分钟时间填一下这份问卷，根据自己观看视频的感受和想法如实填写即可。这些数据只会用于我的论文写作，请大家动动手指帮忙一下，您们的回答对我的写作将有很大的帮助，在此先鞠躬感谢大家。用微信扫描下方二维码就可以答题。除此之外，本人后面还需要邀请一些b友进行深度访谈或者焦点小组访谈进行质化分析，每位参与访谈的对象，本人将会赠送一份文创小礼物，有兴趣的b友可以联系我。再次感谢大家！; @鯭洄塘潮; 致敬; 致敬; 名人最多的一集; 太有种了[大哭]; 一条评论,BV16F411B744
337374549,什么样的坦克手能一挑二十二？【小约翰】,https://www.bilibili.com/video/BV1bR4y1x7RP,http://i1.hdslb.com/bfs/archive/63a376bd8dbf7e92629327a043cb0e4d9d3dfea9.jpg,2021-12-17T11:00:13+08:00,15:16,人文历史,本篇为小约翰之坦克王牌。  参考资料： 亚历山大·诺维琴科文章《孤独的传奇坦克》 亚历山大·斯米尔诺夫文章《没有成为英雄的英雄》 安东尼·琼斯2011年出版《东线装甲战》 理查德·罗森《装甲王牌》 卡罗诺夫受访回忆文本,故事档案馆; 人文; 苏联; 二战; 社会; 历史; 战争; 人物; 坦克; 卡罗诺夫,6497825,282313,8418,33968,7529,83323,27867,金星不是奖章吗？; @解说小米; 新手进坦克世界，千万别玩高级车，一点游戏体验都没有。; 2025年5月31日7:52再刷; 战绩卷不过就搞定制化数据，原来是说德国啊，我还以为是说勒布朗詹姆斯呢。; 资料有问题啊 后面那个守路的是kv1; [吃瓜]说88炮的，那玩意儿要拖来，展开，然后才能开始射击。你猜当着对面的面干这些事会怎样？; 可以的; 我当时以为撞标题了。感觉看过; 这数据很真实，至于德棍up的dinner数据大可不必相信,BV1bR4y1x7RP
977480963,谁的生命力比死侍更顽强？【硬核狠人20】,https://www.bilibili.com/video/BV1444y1J7Eq,http://i1.hdslb.com/bfs/archive/d1ddd328854663192e8fcaa371804c700a62a8e4.jpg,2021-12-16T15:35:31+08:00,22:12,人文历史,本篇为硬核狠人之维尔特。  参考资料： 维尔特回忆录《快乐奥德赛》2007版 艾伦·奥格登2021年出版传记《阿德里安·卡顿·德·维尔特中将的生平和时代：战士和外交官》 《the rake》杂志2020年3月刊文章《使命的诱惑：不朽战士的非凡人生》 波兰《第一时间报》2020年1月文章《爱上波兰20年未离去的战争英雄》 历史网站“一切都那么有趣”文章《不死战士》 1963年6月6日《纽约时报》特刊《维尔特将军去世》,故事档案馆; 欧洲; 社会; 人文; 英国; 战争; 历史; 人物; 丘吉尔; 维尔特,10579024,341246,7053,47202,20345,139106,34468,很少看完硬核狠人系列像吃了苍蝇一样难受的。这货除了命硬，在任何方面几乎毫无建树，甚至坑人。可怜终其一生都自我感觉良好，他的荣誉心作为精神上的老古董已经远远落后于时代。除了以之作为参考，时刻提醒自己不能像这货一样愚蠢外，于我个人而言，他的“传奇”没有任何价值。; [甜心萌菜动态表情包_吐舌头]; 为啥25年给我推21年视频; 入坑作; 他能按自己心意的过完一生也是因为有个好爹啊[鸣潮_嗯]; @解说小米; 菜是真的菜，勇也是真的勇; 素材来源《至暗时刻》有误，应为1963年的《大逃亡》。; 2025年5月30日17:44再刷; 这个人的履历有一种大英董小姐的感觉。,BV1444y1J7Eq
209751583,为什么英国特工要做针线活？【小约翰】,https://www.bilibili.com/video/BV1aa411r7aQ,http://i0.hdslb.com/bfs/archive/9fe7ee1fd249345b02ca4cdb5fea86e69cd8b0be.jpg,2021-12-12T11:00:18+08:00,17:24,人文历史,本篇为小约翰系列之传奇女特工。  参考资料： 艾米·基迪文章《二战间谍变成不起眼的英雄》 麦克·菲尔德2014年文章《拉图尔惊人的故事得到认可》 达娜·芬克尔文章《针织历史中的密码文件》 司瑞亚·斯瑞纳斯文章《丝绸的秘密》 贝利尔·艾斯科特1990年出版《不可能完成的任务：向SOE女空军致敬》 朱丽叶·帕丁森2021年出版传记《敌后》,故事档案馆; 历史; 法国; 人物; 战争; 解压大波浪; 大波浪解压自习室; 女特工; 间谍; 解压树洞：说说你的心事,6538350,274467,9623,33390,8041,98778,24900,她是不是和那个印度女孩在同一个特战部门里？; 老奶奶现在还在吗; 波罗系列里有个人物; 应该考虑学一下织毛衣; 三十功名尘与土，八千里路云和月; 2025年5月29日17:30再刷; 小约翰，肯请你再做一期【硬核狠人】的片子把！很希望听你根据搜寻的历史或近代史又或现代史里面【像某某友好医院的硬核大夫是如何解压】的！行不？; 怎么传递消息的，没太听明白; 梅开二度; 休言女子非英物[拥抱],BV1aa411r7aQ
422221982,美国工程师在树林里能搓出啥？【硬核狠人19】,https://www.bilibili.com/video/BV1Z341147jN,http://i0.hdslb.com/bfs/archive/4a30aa7115dfe58a7ae09286b7f46c863fe4630b.jpg,2021-12-08T16:13:44+08:00,28:01,人文历史,本篇为硬核狠人之温德尔·费蒂格。  参考资料： 詹姆斯.晨星（Morningstar）2018年出版传记《战争与抵抗：菲律宾游击战1942-1945》 约翰·济慈传记《他们孤军奋战》 麦克·巴尼奥斯文章《北棉兰老岛的游击队海军》 菲律宾罗德里克·霍尔私人博物馆官网资料 麦克阿瑟的参谋部关于菲律宾游击队的报告 美国陆军菲律宾司令部《关于菲律宾游击队的认可计划》，1948年原始归档扫描件 拉里·施密特少校1982年出版《1942-1945 年日本占领期间美国参与棉兰老岛的菲律宾抵抗运动》,故事档案馆; 二战; 历史; 人文; 人物; 社会; 战争; 美国; 菲律宾; 麦克阿瑟,11290767,415088,13697,79225,22997,262531,47218,我们教科书上缺少美日战争的记录，儿时以为美国参战日军就被碾压，丢两个原子弹就投降，其实美国人损失也是惨烈; 现在又把21年的视频翻出来了，还记得第一期是在初一的时候，老师在教室里放给我们看的，讲的核弹，从那时候就关注了（记得好像只有十几万粉）不知道为啥后来封侯之后，感觉没有可汗最初的味道了，每次刷可汗，都选择把最开始的视频掏出来看[雨路同行-表情包_苗子萎了][雨路同行-表情包_苗子萎了][雨路同行-表情包_苗子萎了]; 啊; 可能知道他最多的是中国人，太厉害了; 麦克阿瑟之所以这样，因为有个好爹; 新垣结衣让给UP了，石原里美归我了; 当年的教材教的可都是货真价实的知识啊，哪里像现在[辣眼睛]; 啥时候这个故事真能拍成剧，哪怕里面充满美式主旋律，也想去看看。; 了不起; 16:23 不愧是资本主义战士……[笑哭],BV1Z341147jN
592016883,谁会带着冷兵器参加二战？【硬核狠人18】,https://www.bilibili.com/video/BV1oq4y1B7pM,http://i0.hdslb.com/bfs/archive/c29fb3efa42361c0b66d45e97c9fd5312edc276a.jpg,2021-11-30T21:48:44+08:00,21:54,人文历史,本篇为硬核狠人之杰克·丘吉尔。  参考资料： 丘吉尔家族编年史 杰克·丘吉尔传记《无限勇气》 罗伯特·巴尔·史密斯文章《罕见的勇士》 南蒂罗尔大释放 杰克·丘吉尔讣告 杰克·丘吉尔的口述录音 《巴格达窃贼》出演人员资料,故事档案馆; 社会; 历史; 英国; 人物; 战争; 人文; 冷兵器; 缅甸; 杰克丘吉尔,11240987,372925,12924,64732,20858,185198,33625,25年前来考古，钢四英国将领槽里给了这个丘吉尔，还有个专属的buff，望周知[doge]; 还有人吗; @芸芸汐瑶月星辰辰宇轩 @朝朝为雪洛; @Casset-顾月笙; 所以那一队美国人怎么样了; 嗯？                    [doge][doge][doge]                  [doge]                            [doge]              [doge]                                  [doge]            [doge]                                        [doge]            [doge]                                      [doge]                                                     [doge]                                              [doge]                                        [doge]                                     [doge]                                   [doge]                                   [doge]                                   [doge]                                                                                      [doge]; 很潇洒的一生; 这是我的偶像 今年泰国出事了 一个明星被拐到缅甸 当时我想泰国是个旅游国家出了这事肯定人少便宜 我就想去 结果被全家反对 说给你抓起来一天给你下几百万的任务 我呵呵一笑我现在干的工作也是一天几百万的任务（银行工作） 最后把孩子搬出来，再加上领护照时间上来不及 没去成 果然过几天泰国总理牵头把事情解决了; 此事于《军事集结号》中亦有记载[脱单doge]; 敌人的坦克上来了！不是说增援了长弓手吗？快开过来！什么叫就站在我背后？,BV1oq4y1B7pM
336992813,纳赛尔跟勋宗关系如何？【奇葩小国30】,https://www.bilibili.com/video/BV1WR4y1476q,http://i0.hdslb.com/bfs/archive/944f7cd26aacbcbbbeb3704b66d6533902f9501d.jpg,2021-11-28T11:55:52+08:00,31:26,人文历史,本篇为奇葩小国之埃及（中）。  参考资料评论自取。,发现《Promise》; 故事档案馆; 纳赛尔; 苏联; 社会; 埃及; 地理; 人物; 历史; 以色列; 中东,11396999,329253,20285,58161,20216,213234,65290,整个阿拉伯民族被一个恶魔玩弄了这么久，直到现在他们都没有意识到什么才能凝聚力量走向胜利; 知道失败才知道胜利是多么可贵[大哭]; 巅峰产生虚伪的拥护  黄昏见证真实的信徒; 说得好轻松啊，挨饿忍一忍就过去了，哪怕饿死了也可以复活呢; 我用ai生成了《三体》里的雷迪亚兹，原型就是现实中的“雷迪亚兹”！; 重看一遍小约翰的视频，发现之前的文笔是真好，感觉最近有点平淡了; 这起没有弹幕？！; 雀食强; 以史为鉴，当一个国家主体人群尽是愚昧短视的劳苦大众，中层则是个人优先的小知识小资产阶级，上层想统一国家意志发挥出凝聚力的时候那就只有两条路可走。  1.是宗教主义或民族主义，这是一剂毒性很大的速效药，优点是见效真的快效果也真的好；缺点则是其毒性，太容易陷入极端狂热了。以宗教和民族维系的凝聚力都是强排他性的，这是其核心性质决定的，进而将整个国家绑成一辆“唯我独尊”的战车，纵使三德这样的钢铁战车都是破碎的下场何况广大第三世界这些“破烂板车”呢。  2.是从教育和律法两手抓，这是一剂治标又治本的温和药，优点是脚踏实地一步一个脚印；缺点则是见效太慢了，它不仅需要内外皆稳定的环境，还需要一代代上层坚定不动摇“奋世世之余烈”，而这则又是对“领导”人性人格的考验了。这条路步履维艰容不下一点儿的“急而求变”，毕竟人要一代代生，学要一级级念，坏人要一个个抓。并不好笑的是反而越有能力、越有理想、越心明眼亮的人越会着急，因为怕，很怕自己的理想和努力在未来所托非人付诸东流。  我们这一路走来太不容易，太不容易了。; 唉，战争打不赢，一切等于零，半个多世纪过去了，中东诸国还在遭受实体的侵袭[捂脸],BV1WR4y1476q
209313074,克格勃招不招酒蒙子？【硬核狠人17】,https://www.bilibili.com/video/BV1Lh411477A,http://i1.hdslb.com/bfs/archive/290ace7ed41b43e451a6607859a7455b897138cc.jpg,2021-11-23T12:20:06+08:00,22:57,人文历史,本篇为硬核狠人之迈克尔·约翰·贝坦尼。  参考资料： 班·麦金泰尔2019年出版传记合集《叛国英雄》 军情五处官网《后冷战时代》专页 BBC关于贝坦尼死亡的新闻报道 俄国作家德米特里·普罗霍罗夫2005年出版传记《卖掉祖国要多少钱》 《工人周刊》2018年纪念性文章《矛盾之人》 《工人周刊》2018年纪念文章《修补匠、裁缝、士兵、马克思主义者》 《卫报》1984年4月11日刊登文章《克格勃拒绝贝坦尼提供的情报》,故事档案馆; 英国; 奇闻; 人物; 历史; 苏联; 人文; 间谍; 克格勃; 特工,10027994,300173,7246,38081,13346,123393,31037,古柯能当上情报站一把手，奥列格能够成功脱身，已经足够证明克格勃已经废了，叛逃失败不见得是坏事; 有福气啊真的，傻人有傻福，进了监狱了生活正常了最关键还遇到真爱了末噶; 千万; 2025年7月21日突破千万播放量，2025年下半年第一个累积千万播放视频，总第58个千万播放视频; 书中自有颜如玉，书中自有黄金屋。这句话说的真没错。; 可汗陛下的视频是助饭利器; 不工作靠人养着写文圈粉，[思考]是真信仰还是当作口号呢; 先后信仰纳粹和马列，这样的人应该不多吧; 那货根本经不起反驳[微笑]所以你跟他说的“共情能力”是指什么呢？共情纳粹希特勒是吗[无语]还是变相指责他立场不坚定一接触共产主义思想就投共[OK]@猎狐座; 狠人军团： 指挥：诺顿 情报：托尔金，隆金，加西亚 侦查：弗雷德，赞佩里尼，维尔特 掩护：贾斯帕，维尔特 间谍：达尔，尤尔琴科，布莱克，德国导弹三人组 宣传：卡明爵士，雅各布 特种作战：杰克，奥托 后勤：费蒂格 黑名单：贝坦尼,BV1Lh411477A
719266891,快活王和路易十四谁的衣服比较多？【小约翰】,https://www.bilibili.com/video/BV1vQ4y1U79r,http://i2.hdslb.com/bfs/archive/8e5484bc9d9cdbec7dd9c72d0cc40b0364a25610.jpg,2021-11-19T11:00:15+08:00,18:26,人文历史,本篇为小约翰系列之查理二世。  参考资料： 牛津大学循证医学中心论文《查理二世之死》 卢卡·法鲁尼文章《查理二世如何发明三件套》 英文杂志《时尚时代》2010年8月刊载文章《查理二世时尚风格》 格林威治皇家博物馆官网《查理二世的公共和私人生活》 玛利亚·海沃德文章《查理二世的着装》 BBC统计为查理二世生下后裔的女子姓名和身世。 大英百科全书中关于查理二世的描述。 英国国家传记词典关于查理二世的记述。,故事档案馆; 时尚; 历史; 西装; 欧洲; 服饰; 英国; 人文; 社会; 查理二世,5232558,208336,9781,24549,8282,64940,23037,袁腾飞讲查理二世回国那段特逗:别说把我家财产分了，把我爸分了都没事[笑哭]; 看完他的治疗过程我突然觉得张玄化都是科学先锋了; 华点：西医的巅峰时候！; 2025年5月24日8:40再刷[脱单doge]; 朕四季常服不过八套; 中风后被放血，喂金属锑，用烧热铜棒给身上烫水泡，用牙垢制成催吐剂喂，喂泻药，灌肠，剃头发，鸽子粪抹脚，喂食人头盖骨提取物，喂食山羊的胃结石，喂食秘鲁树枝磨成的粉，铵盐，鸦片泡葡萄酒。; 前面没啥意思，治病那段真是笑不行了; [无限暖暖_单品灵]; 真实的查理二世肯定比描述的要复杂，他在重新上台后就故意花天酒地，告诉大家自己不关心政治，所以大家都喜欢快活王。 这也不意味着他没有反攻倒算，像描述中的一样，大部分议员都被赦免，但是直接参与签字处决查理一世的58个最高法庭成员，除24人早已去世以外，13人被处死，其中有哈利逊将军。哈克少校等，其他的人，有的被判终身监禁，有的逃亡到欧洲大陆和北美殖民地去。所以说查理二世心机和性格是很复杂的，他确实表现出来的很开朗又幽默，能玩的他全玩了。自己的情妇跟别人偷情他抓到了，还能哈哈大笑，但是又能把死掉的人重新挖掘出来砍头证明是记仇的（奥利佛克伦威尔）。 同时他对英国的贡献也不止复辟怎么简单，皇家科学院和皇家外科医学院就是在他任期间建立的，《航海条例》也是在他任期内签的。这还只是作为立宪君主权力被限制的情况下。; 身体真好，硬生生扛了那么长时间,BV1vQ4y1U79r
336779446,谁要跟墨索里尼合影？【硬核狠人16】,https://www.bilibili.com/video/BV1SR4y1t7jB,http://i2.hdslb.com/bfs/archive/1413685a485e6186e3e499191a17ce7c1f627ed6.jpg,2021-11-18T11:00:13+08:00,25:50,人文历史,本篇为硬核狠人之奥托·斯科尔兹内。  参考资料： 奥托的回忆录《我的突击队行动》1950年版 中文传记《欧洲最危险的男人》 关于奥托的全部德文剪报 二战数据库关于奥托的部分   斯图尔特·史密斯2018年出版传记《魔鬼的门徒》 奥托回忆录1975年版，PDF文件,故事档案馆; 德国; 美国; 社会; 历史; 人文; 人物; 二战; 欧洲; 奥托,11796137,328832,6632,50473,17036,135096,32968,内蒙省会在那！ 呼和浩特？ 明明是通辽！; BV1oq4y1B7pM; 载人导弹，日子人，特种作战 我天，幼女战记的谭雅的原型该不会就是奥托吧; 怎么办？睡不着以前的声音呢？@[doge]; 冒充盟军，袭击阿登，想起了《坦克大决战》; 好; 双厨狂喜; 优质的视频; 帝王引擎; 有些人活着像海棠花，永远藏着温柔和痛苦，也很少被真正看懂。 INFP/INFJ的朋友都说我“想得太多”，但我觉得那是我的灵魂在用力活着。 如果你也在寻找共鸣的声音，我们可以聊聊命运、MBTI、成长的伤和治愈的光。[保卫萝卜_哇][保卫萝卜_哇],BV1SR4y1t7jB
591666227,苏光宗上台后在愁啥？【小约翰】,https://www.bilibili.com/video/BV1fq4y1z7q1,http://i2.hdslb.com/bfs/archive/ab8e1b7537f9562263c637e5c3ed4f91fbe6b6f2.jpg,2021-11-15T11:00:18+08:00,21:48,人文历史,参考资料评论自取。,故事档案馆; 战争; 人文; 美国; 二战; 社会; 苏联; 历史; 勋宗; 率土之滨,9958671,317115,9137,49507,11385,122088,39597,[脱单doge]; 我相信一条准则 “人大概率只会自己玩死自己，外人最多算压力”; 我一直觉得贾谊的过秦论是写给苏联的，仁义不施而攻守之势异也，可秦自商鞅变法强国后就根本没有仁义过，反而苏联完全符合; “吾恐季孙之忧，不在颛臾，而在萧墙之内也。”; 2025.07.22，360人在看; 这首页为啥给我推21年的视频; 苏穗宗为苏联奠定的好名声让苏联七十年代有实力全球出击，美仁宗的好名声则给美国做好了统战工作，全球有人配合美国围堵苏联; 其实苏联完全没必要大费周章绕那么多弯子，华约隔壁就是北约、波兰出门就是德国，倒是去直接碰北约啊。; 这话好耳熟; 中国和美国联合绞杀苏联,BV1fq4y1z7q1
849039510,如何在没有人质的情况下拿到赎金？【硬核狠人15】,https://www.bilibili.com/video/BV1BL4y1q7NT,http://i2.hdslb.com/bfs/archive/0986c1bd571a89160242119c0848d48a98949c68.jpg,2021-11-10T11:00:07+08:00,23:52,人文历史,本篇为硬核狠人之桑基。  参考资料： 蒂莫西·W·比约克曼2016年出版的英文传记《凡尔纳·桑基：美国第一个公敌》 南达科他州立大学历史老师丽莎·林德尔英文传记《没有更大的威胁：凡尔纳·桑基和查尔斯·博特彻二世绑架案》 《明尼波利斯星报》1933年3月17日报道《博恩先生确定绑架者》 新泽西档案馆官网上关于林德伯格案的证据文件。 布朗宫酒店官网 博特彻家族基金会官网,知识分享官; 历史; 人物; 社会; 美国; 犯罪; 奇闻; 人文; 桑基; 芝加哥,9249496,281603,6742,35845,7939,115173,21502,本来挺喜欢你的，自从做了拼多多，就不喜欢了，不能什么骨头都啃呀; 人才啊，都是人才啊; 回来了，跟最新那个CS相比，这出现的富豪真的是个慷慨的大好人啊[捂脸]; 然而这个也没给钱，靠的是老爹自己的钱; 看完最新一期后考古; 看完最新一期想到了桑基，不得不说作为大贤至圣先师，桑基作为绑匪的道德水准真的很高; 回来了[笑哭]比起世界首富.......; 和其他大盗狠人不同的是，本篇没怎么写桑基犯罪的童年原因，比如有的人是童年时挨过饿、缺少教育所以长大了发展副业之类的，而桑基感觉单纯是“想犯罪，于是就犯罪了”。有一种“天生的罪犯”一样的感觉。; 2025年5月21日17:55再刷[妙啊]; 戈登,BV1BL4y1q7NT
891490841,火焰切割机应该怎么用？【硬核狠人14】,https://www.bilibili.com/video/BV1pP4y1j7Lq,http://i0.hdslb.com/bfs/archive/5718b90a05ca6ed9484879b3cbaa1e1deffa03f7.jpg,2021-11-05T11:00:19+08:00,24:20,人文历史,本篇为硬核狠人之萨斯兄弟。  参考资料： 霍斯特·博斯特斯基2017年出版的《萨斯兄弟：获宠爱的盗贼》 弗雷德里克·斯特兰德2020年出版的《萨斯兄弟：来自莫阿比特的盗贼大师》 2015年文章《萨斯兄弟：保险箱终结者》 马可·沃克莱因2010年文章《埋在森林里的宝藏》 斯文·费利克斯·凯勒霍夫2021年文章《德国最著名的窃贼》 阿罗·库尔特文章《萨斯兄弟：柏林大盗》,知识分享官; 人文; 人物; 社会; 奇闻; 德国; 犯罪; 历史; 萨斯兄弟; 纳粹,8846787,261431,5234,31112,7233,111356,22159,😆; 好; 标题的热切菩萨，我第一眼看到觉得有些熟悉，但不是视频里的两兄弟，视频看完才想起来，我当时想的是牛顿，因为有个理论叫“牛顿的烈焰激光剑”……; 关于萨斯兄弟对赔款的想法那一部分，其实当年德国社会对战争也是高度热情的吧，不然也不会有1914年精神，只能说是民间和好战分子的双向奔赴; 2025年5月20日17:34再刷; 看了好多期通辽狠人后就好奇搜了搜我国有没有什么著名的银行抢劫案，发现我们这边大案思路基本都是抢运钞车而非银行啊。; 猜到了[笑哭][笑哭]; 😀; 这不电影恶童日记吗[微笑]; b23.tv/BV1RnoqYVEzF,BV1pP4y1j7Lq
591463090,胃溃疡会不会导致叛逃？【硬核狠人13】,https://www.bilibili.com/video/BV1zq4y1r7DW,http://i0.hdslb.com/bfs/archive/debdae549dee2fafb2d355c2cde9646a2e17d5da.jpg,2021-10-31T18:06:55+08:00,24:44,人文历史,本篇为硬核狠人之维塔利·谢尔盖耶维奇·尤尔琴科。  参考资料： 俄文专题文章《逆向操作》 耶夫谢维奇2006年出版俄文书《恐惧的颜色》，关于尤尔琴科的描述在33-45页。 弗拉基米罗维奇2011年著作《回归苏联》 伊戈尔·基扬2018年文章《背叛还是阴谋》 伊戈尔·阿塔马年科2014年文章《保护埃姆斯》  俄国《商人报》2015年4月6日文章《比托夫防守》 《时代周刊》专题报道《回归寒冷的特工》2005年4月18日 纳希莫夫学校同学会官网《长矛在此升起》,知识分享官; 苏联; 人文; 美国; 人物; 历史; 社会; 间谍; 克格勃; 尤尔琴科,9191937,293784,8015,45408,16256,145399,29473,好看; 最喜欢的一期; 这是真狠啊; 精彩好看; 这次更新后顺着的故事链回顾到了这里[笑哭]; 当时是整个爱尔兰而不只是北爱，爱尔兰独立很重要的一个原因就是这个; 叛逃明说了不能透露他的身份，第二天就上了报纸，这个让他上报纸的人，应该有东西; 所以说，偷腥有害身体健康; @来根易安_ @我就不说_ @云炽朔月下 @水裳浮华 @猫猫和闲鱼 这个特别反转; 2025年5月19日17:44再刷,BV1zq4y1r7DW
806271887,纳赛尔和苏穗宗是什么关系？【奇葩小国29】,https://www.bilibili.com/video/BV1934y1m7x4,http://i0.hdslb.com/bfs/archive/c3b499649ffa8f3a271c2aca40f1afce54cef110.jpg,2021-10-28T11:00:14+08:00,27:48,人文历史,本篇为奇葩小国之埃及。   感谢@植物椿  老师的友情配音 参考资料评论自取,知识分享官; 历史; 埃及; 社会; 人文; 苏联; 战争; 以色列; 苏伊士运河; 纳赛尔,12759653,354108,11794,62741,27693,207426,61132,18：53; 这是阿斯旺大坝水库的名字，人民没有忘记他。; bgm够吵闹的; 我用ai生成了《三体》里的雷迪亚兹，原型就是现实中的“雷迪亚兹”！; 好年轻的通辽玉音; 罗密欧与忽必烈新说法哈哈哈哈; 看了良子之后，发现法鲁克的二百七十斤也就还好; @AI识片酱; 一个很纯粹的人; 苏伊士运河危机造成的石油禁运使一款网红车在英国诞生：mini,BV1934y1m7x4
891097793,为啥有人要轰炸纽约？【硬核狠人12】,https://www.bilibili.com/video/BV1mP4y1t7vp,http://i2.hdslb.com/bfs/archive/c4d142507aeb27f53dad1f51b9abfbaeff81560d.jpg,2021-10-15T17:09:06+08:00,22:28,人文历史,本篇为硬核狠人之梅特斯基。  参考资料： 《史密斯杂志》解开疯狂轰炸机的神秘面纱 《纽约时报》报道《回顾对疯狂轰炸机的追捕》 《纽约时报》对梅特斯基离开精神病院的报道 JA 克罗斯利尔2014年著作《为正义而轰炸》 迈克尔·坎内尔在2017年出版的《燃烧弹：精神病医生、疯狂轰炸机和犯罪分析的发明》 纽约邮报报道《联合爱迪生员工是如何变成炸弹客的》 克罗宁局长的讣告,知识分享官; 美国; 纽约; 心理学; 人文; 历史; 社会; 人物; 奇闻; 炸药,9517865,290115,8009,39853,11126,126655,31819,路易吉[doge]; 好唏嘘[大哭]; 虽然我很厌恶这种伤害平民的恐怖袭击，但我想到一句话：“旧社会把人变成鬼。”尽管人们可以从道德上谴责疯狂炸弹客，但如果“联合爱迪生们”仍然逍遥自在，那炸弹客也早晚会卷土重来，最终受伤的还是平民自己。; 缓存一个好了，要是后来哪天这期视频炸了，那可才真是节目效果与讽刺拉满了呢; 竟然在3days里看到了，一看到这事迹马上想起来可汗讲过[笑哭]; 四川狠人VS硬壳狠人; 我来组成第8k条评论; @来根易安_ @我就不说_ @云炽朔月下 @水裳浮华 @猫猫和闲鱼 [颂乐人偶_眯眼笑][颂乐人偶_眯眼笑][颂乐人偶_眯眼笑]; 这不是欺负老实人吗; 考古,BV1mP4y1t7vp
590777823,如何在一夜之间成为全国首富？【硬核狠人11】,https://www.bilibili.com/video/BV1dq4y1o75M,http://i0.hdslb.com/bfs/archive/09d0e2ebbc4d225750c6105e89b5033b690fdf46.jpg,2021-10-08T11:00:05+08:00,23:17,人文历史,本篇为硬核狠人之雷斯。  参考资料： 圣何塞州立大学关于此次金融欺诈的分析论文 荷兰语记录《寻财者》 货币收藏网站关于这次事件的论述 莫里泰格·布鲁姆于1966出版的传记《偷走葡萄牙的人》 伦敦经济学院经济史系2004年维甘·亨利论文《1925年葡萄牙货币危机的影响》,故事档案馆; 货币; 葡萄牙; 人文; 人物; 历史; 社会; 财富; 奇人; 安哥拉,10425107,305549,8515,41142,25372,125054,26118,必须兑换500面值的话，为什么只能用小额钞票兑换，而不是发行一版新式的500面额钞票，规定兑换期限然后到期废除上一版500元; 这期视频有两个点没看懂，第一，既然印的是安哥拉货币，为何印钞厂没有把印好的钞票送到央行加盖字母A？第二，为何印的钞票会有重号？既然是官方出品的赝品，那号总该是新的吧？怎么会有这么大纰漏呢; 英国的威廉先生才是最可怜的人; 有着这能力，做些正事也能发财; [热词系列_啊?][热词系列_啊?][热词系列_啊?]; 三刷; 15：11; 一个人摧毁一个国家的经济，人类历史上也就这一个人做到过吧。; 好家伙，一个人搞崩一个国家的经济; 赫尔曼拉姆是哪期，没找到,BV1dq4y1o75M
848374632,在西德当苏联间谍是什么体验？【硬核狠人10】,https://www.bilibili.com/video/BV1yL4y1z7k8,http://i0.hdslb.com/bfs/archive/d9aa65178bb5170729b91d6ef33f6c7f3dccf492.jpg,2021-10-02T11:00:12+08:00,18:13,人文历史,本篇为硬核狠人之曼弗雷德·雷明格。  参考资料： 《汉堡纪事报》1968年报道《克雷菲尔德的花花公子热爱汽车和美女》  哈罗德·韦斯伯格著作《间谍 间谍 间谍》 德文汽车锦标赛存档网站 响尾蛇导弹详细历史沿革 克诺普回忆录 PR在线网站文章《从克雷菲尔德到莫斯科的问候》,故事档案馆; 军事; 历史; 人物; 谍战; 苏联; 美国; 间谍; 导弹; 西德,10311812,307021,5211,45983,21609,128488,31484,特浓二次西俄最近更新里有这个哦[脱单doge]; 2025年前来考古[doge]; 666; 美国海军【高层】 科学家——工程师 【苏联】（共产党）金门炮战（国民党） 克格勃VS中情局 苏德战争; 神奇组织的片头; 前天几个街溜子骑自行车去带英最大的空军基地把加油机搞了，不由得想回顾下这期[BanGDream_多惠-震惊]; 德国人确实《严谨》; 唉，但凡拉明格当时有手机刷抖音，有电脑玩游戏，都不会无聊到做出这种伟大创举[doge]; 刚偷完步战车，来学学怎么偷导弹😉; 2025年五月七日PL-15。 王自重烈士永垂不朽。,BV1yL4y1z7k8
